PREDICTION RESULTS
=================

Sample 0: Ground Truth: sadness, Predicted: sad
Sample 117: Ground Truth: neutral, Predicted: neutral
Sample 118: Ground Truth: joy, Predicted: happy
Sample 119: Ground Truth: surprise, Predicted: surprise
Sample 120: Ground Truth: neutral, Predicted: sad
Sample 121: Ground Truth: anger, Predicted: angry
Sample 122: Ground Truth: neutral, Predicted: worried
Sample 123: Ground Truth: neutral, Predicted: happy
Sample 124: Ground Truth: neutral, Predicted: neutral
Sample 125: Ground Truth: neutral, Predicted: neutral
Sample 126: Ground Truth: surprise, Predicted: worried
Sample 127: Ground Truth: sadness, Predicted: neutral
Sample 128: Ground Truth: anger, Predicted: neutral
Sample 129: Ground Truth: neutral, Predicted: surprise
Sample 130: Ground Truth: anger, Predicted: happy
Sample 131: Ground Truth: fear, Predicted: neutral
Sample 132: Ground Truth: fear, Predicted: neutral
Sample 133: Ground Truth: neutral, Predicted: neutral
Sample 134: Ground Truth: anger, Predicted: surprise
Sample 135: Ground Truth: surprise, Predicted: angry
Sample 136: Ground Truth: fear, Predicted: neutral
Sample 137: Ground Truth: anger, Predicted: happy
Sample 138: Ground Truth: sadness, Predicted: happy
Sample 139: Ground Truth: neutral, Predicted: happy
Sample 140: Ground Truth: disgust, Predicted: angry
Sample 141: Ground Truth: joy, Predicted: happy
Sample 142: Ground Truth: sadness, Predicted: neutral
Sample 143: Ground Truth: neutral, Predicted: happy
Sample 144: Ground Truth: joy, Predicted: happy
Sample 145: Ground Truth: neutral, Predicted: neutral
Sample 146: Ground Truth: surprise, Predicted: surprise
Sample 147: Ground Truth: surprise, Predicted: worried
Sample 148: Ground Truth: neutral, Predicted: neutral
Sample 149: Ground Truth: fear, Predicted: worried
Sample 150: Ground Truth: joy, Predicted: happy
Sample 151: Ground Truth: neutral, Predicted: worried
Sample 152: Ground Truth: joy, Predicted: neutral
Sample 153: Ground Truth: joy, Predicted: neutral
Sample 154: Ground Truth: surprise, Predicted: surprise
Sample 155: Ground Truth: sadness, Predicted: happy
Sample 156: Ground Truth: sadness, Predicted: neutral
Sample 157: Ground Truth: joy, Predicted: neutral
Sample 158: Ground Truth: neutral, Predicted: angry
Sample 159: Ground Truth: neutral, Predicted: happy
Sample 160: Ground Truth: neutral, Predicted: angry
Sample 161: Ground Truth: sadness, Predicted: angry
Sample 162: Ground Truth: sadness, Predicted: neutral
Sample 163: Ground Truth: anger, Predicted: neutral
Sample 164: Ground Truth: anger, Predicted: worried
Sample 165: Ground Truth: neutral, Predicted: happy
Sample 166: Ground Truth: neutral, Predicted: surprise
Sample 167: Ground Truth: anger, Predicted: worried
Sample 168: Ground Truth: anger, Predicted: worried
Sample 169: Ground Truth: anger, Predicted: happy
Sample 170: Ground Truth: neutral, Predicted: worried
Sample 171: Ground Truth: neutral, Predicted: sad
Sample 172: Ground Truth: neutral, Predicted: neutral
Sample 173: Ground Truth: surprise, Predicted: surprise
Sample 174: Ground Truth: anger, Predicted: angry
Sample 175: Ground Truth: anger, Predicted: angry
Sample 176: Ground Truth: joy, Predicted: sad
Sample 177: Ground Truth: neutral, Predicted: neutral
Sample 178: Ground Truth: neutral, Predicted: neutral
Sample 179: Ground Truth: neutral, Predicted: sad
Sample 180: Ground Truth: neutral, Predicted: neutral
Sample 181: Ground Truth: anger, Predicted: sad
Sample 182: Ground Truth: surprise, Predicted: angry
Sample 183: Ground Truth: neutral, Predicted: neutral
Sample 184: Ground Truth: anger, Predicted: angry
Sample 185: Ground Truth: anger, Predicted: worried
Sample 186: Ground Truth: disgust, Predicted: happy
Sample 187: Ground Truth: neutral, Predicted: neutral
Sample 188: Ground Truth: neutral, Predicted: angry
Sample 189: Ground Truth: neutral, Predicted: neutral
Sample 190: Ground Truth: joy, Predicted: happy

EVALUATION METRICS
=================

Overall Accuracy: 0.15
Label: happy -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 0
Label: sad -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 0
Label: neutral -> Precision: 0.46, Recall: 0.28, F1 Score: 0.35, Support: 67
Label: angry -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 0
Label: worried -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 0
Label: surprise -> Precision: 0.57, Recall: 0.33, F1 Score: 0.42, Support: 24
Label: fear -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 14
Label: contempt -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 0
Label: doubt -> Precision: 0.00, Recall: 0.00, F1 Score: 0.00, Support: 0
